# x		y
-2.000000	1.000000
-1.990000	1.040000
-1.980000	1.080199
-1.970000	1.120597
-1.960000	1.161194
-1.950000	1.201990
-1.940000	1.242985
-1.930000	1.284179
-1.920000	1.325572
-1.910000	1.367164
-1.900000	1.408955
-1.890000	1.450945
-1.880000	1.493134
-1.870000	1.535522
-1.860000	1.578109
-1.850000	1.620896
-1.840000	1.663881
-1.830000	1.707065
-1.820000	1.750448
-1.810000	1.794030
-1.800000	1.837811
-1.790000	1.881791
-1.780000	1.925970
-1.770000	1.970348
-1.760000	2.014925
-1.750000	2.059701
-1.740000	2.104677
-1.730000	2.149851
-1.720000	2.195224
-1.710000	2.240796
-1.700000	2.286567
-1.690000	2.332537
-1.680000	2.378706
-1.670000	2.425075
-1.660000	2.471642
-1.650000	2.518408
-1.640000	2.565373
-1.630000	2.612537
-1.620000	2.659900
-1.610000	2.707463
-1.600000	2.755224
-1.590000	2.803184
-1.580000	2.851343
-1.570000	2.899701
-1.560000	2.948259
-1.550000	2.997015
-1.540000	3.045970
-1.530000	3.095124
-1.520000	3.144478
-1.510000	3.194030
-1.500000	3.243781
-1.490000	3.293731
-1.480000	3.343881
-1.470000	3.394229
-1.460000	3.444776
-1.450000	3.495522
-1.440000	3.546468
-1.430000	3.597612
-1.420000	3.648955
-1.410000	3.700498
-1.400000	3.752239
-1.390000	3.804179
-1.380000	3.856318
-1.370000	3.908657
-1.360000	3.961194
-1.350000	4.013930
-1.340000	4.066866
-1.330000	4.120000
-1.320000	4.173333
-1.310000	4.226866
-1.300000	4.280597
-1.290000	4.334527
-1.280000	4.388657
-1.270000	4.442985
-1.260000	4.497512
-1.250000	4.552239
-1.240000	4.607164
-1.230000	4.662289
-1.220000	4.717612
-1.210000	4.773134
-1.200000	4.828856
-1.190000	4.884776
-1.180000	4.940896
-1.170000	4.997214
-1.160000	5.053731
-1.150000	5.110448
-1.140000	5.167363
-1.130000	5.224478
-1.120000	5.281791
-1.110000	5.339303
-1.100000	5.397015
-1.090000	5.454925
-1.080000	5.513035
-1.070000	5.571343
-1.060000	5.629851
-1.050000	5.688557
-1.040000	5.747463
-1.030000	5.806567
-1.020000	5.865871
-1.010000	5.925373
-1.000000	5.985075
-0.990000	6.044975
-0.980000	6.105075
-0.970000	6.165373
-0.960000	6.225871
-0.950000	6.286567
-0.940000	6.347463
-0.930000	6.408557
-0.920000	6.469851
-0.910000	6.531343
-0.900000	6.593035
-0.890000	6.654925
-0.880000	6.717015
-0.870000	6.779303
-0.860000	6.841791
-0.850000	6.904478
-0.840000	6.967363
-0.830000	7.030448
-0.820000	7.093731
-0.810000	7.157214
-0.800000	7.220896
-0.790000	7.284776
-0.780000	7.348856
-0.770000	7.413134
-0.760000	7.477612
-0.750000	7.542289
-0.740000	7.607164
-0.730000	7.672239
-0.720000	7.737512
-0.710000	7.802985
-0.700000	7.868657
-0.690000	7.934527
-0.680000	8.000597
-0.670000	8.066866
-0.660000	8.133333
-0.650000	8.200000
-0.640000	8.266866
-0.630000	8.333930
-0.620000	8.401194
-0.610000	8.468657
-0.600000	8.536318
-0.590000	8.604179
-0.580000	8.672239
-0.570000	8.740498
-0.560000	8.808955
-0.550000	8.877612
-0.540000	8.946468
-0.530000	9.015522
-0.520000	9.084776
-0.510000	9.154229
-0.500000	9.223881
-0.490000	9.293731
-0.480000	9.363781
-0.470000	9.434030
-0.460000	9.504478
-0.450000	9.575124
-0.440000	9.645970
-0.430000	9.717015
-0.420000	9.788259
-0.410000	9.859701
-0.400000	9.931343
-0.390000	10.003184
-0.380000	10.075224
-0.370000	10.147463
-0.360000	10.219900
-0.350000	10.292537
-0.340000	10.365373
-0.330000	10.438408
-0.320000	10.511642
-0.310000	10.585075
-0.300000	10.658706
-0.290000	10.732537
-0.280000	10.806567
-0.270000	10.880796
-0.260000	10.955224
-0.250000	11.029851
-0.240000	11.104677
-0.230000	11.179701
-0.220000	11.254925
-0.210000	11.330348
-0.200000	11.405970
-0.190000	11.481791
-0.180000	11.557811
-0.170000	11.634030
-0.160000	11.710448
-0.150000	11.787065
-0.140000	11.863881
-0.130000	11.940896
-0.120000	12.018109
-0.110000	12.095522
-0.100000	12.173134
-0.090000	12.250945
-0.080000	12.328955
-0.070000	12.407164
-0.060000	12.485572
-0.050000	12.564179
-0.040000	12.642985
-0.030000	12.721990
-0.020000	12.801194
-0.010000	12.880597
0.000000	12.960199
0.010000	13.040000
0.020000	13.120000
0.030000	13.200199
0.040000	13.280597
0.050000	13.361194
0.060000	13.441990
0.070000	13.522985
0.080000	13.604179
0.090000	13.685572
0.100000	13.767164
0.110000	13.848955
0.120000	13.930945
0.130000	14.013134
0.140000	14.095522
0.150000	14.178109
0.160000	14.260896
0.170000	14.343881
0.180000	14.427065
0.190000	14.510448
0.200000	14.594030
0.210000	14.677811
0.220000	14.761791
0.230000	14.845970
0.240000	14.930348
0.250000	15.014925
0.260000	15.099701
0.270000	15.184677
0.280000	15.269851
0.290000	15.355224
0.300000	15.440796
0.310000	15.526567
0.320000	15.612537
0.330000	15.698706
0.340000	15.785075
0.350000	15.871642
0.360000	15.958408
0.370000	16.045373
0.380000	16.132537
0.390000	16.219900
0.400000	16.307463
0.410000	16.395224
0.420000	16.483184
0.430000	16.571343
0.440000	16.659701
0.450000	16.748259
0.460000	16.837015
0.470000	16.925970
0.480000	17.015124
0.490000	17.104478
0.500000	17.194030
0.510000	17.283781
0.520000	17.373731
0.530000	17.463881
0.540000	17.554229
0.550000	17.644776
0.560000	17.735522
0.570000	17.826468
0.580000	17.917612
0.590000	18.008955
0.600000	18.100498
0.610000	18.192239
0.620000	18.284179
0.630000	18.376318
0.640000	18.468657
0.650000	18.561194
0.660000	18.653930
0.670000	18.746866
0.680000	18.840000
0.690000	18.933333
0.700000	19.026866
0.710000	19.120597
0.720000	19.214527
0.730000	19.308657
0.740000	19.402985
0.750000	19.497512
0.760000	19.592239
0.770000	19.687164
0.780000	19.782289
0.790000	19.877612
0.800000	19.973134
0.810000	20.068856
0.820000	20.164776
0.830000	20.260896
0.840000	20.357214
0.850000	20.453731
0.860000	20.550448
0.870000	20.647363
0.880000	20.744478
0.890000	20.841791
0.900000	20.939303
0.910000	21.037015
0.920000	21.134925
0.930000	21.233035
0.940000	21.331343
0.950000	21.429851
0.960000	21.528557
0.970000	21.627463
0.980000	21.726567
0.990000	21.825871
1.000000	21.925373
1.010000	22.025075
1.020000	22.124975
1.030000	22.225075
1.040000	22.325373
1.050000	22.425871
1.060000	22.526567
1.070000	22.627463
1.080000	22.728557
1.090000	22.829851
1.100000	22.931343
1.110000	23.033035
1.120000	23.134925
1.130000	23.237015
1.140000	23.339303
1.150000	23.441791
1.160000	23.544478
1.170000	23.647363
1.180000	23.750448
1.190000	23.853731
1.200000	23.957214
1.210000	24.060896
1.220000	24.164776
1.230000	24.268856
